Country Name,ISO Country Code,Year,Sector,CO2 Emissions (metric tons),Per Capita Emissions (metric tons per person),Percentage Contribution (%),Data Source
Algeria,DZA,2006,Industry,17858806.47,3.4083,15.23,Synthetic Climate Data v1.0
Algeria,DZA,2006,Waste Management,6423873.08,3.4083,5.48,Synthetic Climate Data v1.0
Algeria,DZA,2006,Residential,5353681.99,3.4083,4.57,Synthetic Climate Data v1.0
Algeria,DZA,2007,Energy,45171090.28,3.4415,37.59,Synthetic Climate Data v1.0
Algeria,DZA,2007,Transportation,26973207.16,3.4415,22.44,Synthetic Climate Data v1.0
Algeria,DZA,2007,Agriculture,17576094.7,3.4415,14.62,Synthetic Climate Data v1.0
Algeria,DZA,2007,Industry,17879937.93,3.4415,14.88,Synthetic Climate Data v1.0
Algeria,DZA,2007,Waste Management,6120862.19,3.4415,5.09,Synthetic Climate Data v1.0
Algeria,DZA,2007,Residential,6461633.53,3.4415,5.38,Synthetic Climate Data v1.0
Algeria,DZA,2008,Energy,48645654.19,3.496,39.26,Synthetic Climate Data v1.0
Algeria,DZA,2008,Transportation,26816175.55,3.496,21.64,Synthetic Climate Data v1.0
Algeria,DZA,2008,Agriculture,17719301.1,3.496,14.3,Synthetic Climate Data v1.0
Algeria,DZA,2008,Industry,17746483.64,3.496,14.32,Synthetic Climate Data v1.0
Algeria,DZA,2008,Waste Management,6351191.47,3.496,5.13,Synthetic Climate Data v1.0
Algeria,DZA,2008,Residential,6638038.18,3.496,5.36,Synthetic Climate Data v1.0
Algeria,DZA,2009,Energy,52143505.0,3.5337,41.02,Synthetic Climate Data v1.0
Algeria,DZA,2009,Transportation,24067381.08,3.5337,18.93,Synthetic Climate Data v1.0
Algeria,DZA,2009,Agriculture,19083810.18,3.5337,15.01,Synthetic Climate Data v1.0
Algeria,DZA,2009,Industry,18794045.11,3.5337,14.78,Synthetic Climate Data v1.0
Algeria,DZA,2009,Waste Management,6877941.65,3.5337,5.41,Synthetic Climate Data v1.0
Algeria,DZA,2009,Residential,6163470.06,3.5337,4.85,Synthetic Climate Data v1.0
Algeria,DZA,2010,Energy,52407326.4,3.5811,40.08,Synthetic Climate Data v1.0
Algeria,DZA,2010,Transportation,27551283.76,3.5811,21.07,Synthetic Climate Data v1.0
Algeria,DZA,2010,Agriculture,19137376.62,3.5811,14.63,Synthetic Climate Data v1.0
Algeria,DZA,2010,Industry,17704429.68,3.5811,13.54,Synthetic Climate Data v1.0
Algeria,DZA,2010,Waste Management,7009101.41,3.5811,5.36,Synthetic Climate Data v1.0
Algeria,DZA,2010,Residential,6958888.97,3.5811,5.32,Synthetic Climate Data v1.0
Algeria,DZA,2011,Energy,50808709.45,3.6539,37.52,Synthetic Climate Data v1.0
Algeria,DZA,2011,Transportation,29089758.87,3.6539,21.48,Synthetic Climate Data v1.0
Algeria,DZA,2011,Agriculture,19023673.4,3.6539,14.05,Synthetic Climate Data v1.0
Algeria,DZA,2011,Industry,21681787.19,3.6539,16.01,Synthetic Climate Data v1.0
Algeria,DZA,2011,Waste Management,7348758.62,3.6539,5.43,Synthetic Climate Data v1.0
Algeria,DZA,2011,Residential,7476783.55,3.6539,5.52,Synthetic Climate Data v1.0
Algeria,DZA,2012,Energy,55263432.57,3.7145,39.55,Synthetic Climate Data v1.0
Algeria,DZA,2012,Transportation,27298162.3,3.7145,19.54,Synthetic Climate Data v1.0
Algeria,DZA,2012,Agriculture,21038336.4,3.7145,15.06,Synthetic Climate Data v1.0
Algeria,DZA,2012,Industry,22418845.31,3.7145,16.04,Synthetic Climate Data v1.0
Algeria,DZA,2012,Waste Management,6790807.48,3.7145,4.86,Synthetic Climate Data v1.0
Algeria,DZA,2012,Residential,6929224.51,3.7145,4.96,Synthetic Climate Data v1.0
Algeria,DZA,2013,Energy,57353473.27,3.6783,40.83,Synthetic Climate Data v1.0
Algeria,DZA,2013,Transportation,29410633.37,3.6783,20.94,Synthetic Climate Data v1.0
Algeria,DZA,2013,Agriculture,20456708.86,3.6783,14.56,Synthetic Climate Data v1.0
Algeria,DZA,2013,Industry,19560549.36,3.6783,13.93,Synthetic Climate Data v1.0
Algeria,DZA,2013,Waste Management,7318420.19,3.6783,5.21,Synthetic Climate Data v1.0
Algeria,DZA,2013,Residential,6352521.39,3.6783,4.52,Synthetic Climate Data v1.0
Algeria,DZA,2014,Energy,58226492.92,3.7049,40.55,Synthetic Climate Data v1.0
Algeria,DZA,2014,Transportation,29429756.46,3.7049,20.5,Synthetic Climate Data v1.0
Algeria,DZA,2014,Agriculture,21346335.49,3.7049,14.87,Synthetic Climate Data v1.0
Algeria,DZA,2014,Industry,21497701.74,3.7049,14.97,Synthetic Climate Data v1.0
Algeria,DZA,2014,Waste Management,6206053.06,3.7049,4.32,Synthetic Climate Data v1.0
Algeria,DZA,2014,Residential,6883620.93,3.7049,4.79,Synthetic Climate Data v1.0
Algeria,DZA,2015,Energy,58061457.32,3.7389,39.47,Synthetic Climate Data v1.0
Algeria,DZA,2015,Transportation,29754676.93,3.7389,20.23,Synthetic Climate Data v1.0
Algeria,DZA,2015,Agriculture,23037902.42,3.7389,15.66,Synthetic Climate Data v1.0
Algeria,DZA,2015,Industry,22684302.92,3.7389,15.42,Synthetic Climate Data v1.0
Algeria,DZA,2015,Waste Management,6731843.04,3.7389,4.58,Synthetic Climate Data v1.0
Algeria,DZA,2015,Residential,6814387.59,3.7389,4.63,Synthetic Climate Data v1.0
Algeria,DZA,2016,Energy,59033359.27,3.7021,39.94,Synthetic Climate Data v1.0
Algeria,DZA,2016,Transportation,29148089.51,3.7021,19.72,Synthetic Climate Data v1.0
Algeria,DZA,2016,Agriculture,22457661.88,3.7021,15.19,Synthetic Climate Data v1.0
Algeria,DZA,2016,Industry,22309452.98,3.7021,15.09,Synthetic Climate Data v1.0
Algeria,DZA,2016,Waste Management,7949864.33,3.7021,5.38,Synthetic Climate Data v1.0
Algeria,DZA,2016,Residential,6919790.02,3.7021,4.68,Synthetic Climate Data v1.0
Algeria,DZA,2017,Energy,62140792.95,3.7552,40.83,Synthetic Climate Data v1.0
Algeria,DZA,2017,Transportation,30654840.46,3.7552,20.14,Synthetic Climate Data v1.0
Algeria,DZA,2017,Agriculture,20980052.07,3.7552,13.79,Synthetic Climate Data v1.0
Algeria,DZA,2017,Industry,23350558.82,3.7552,15.34,Synthetic Climate Data v1.0
Algeria,DZA,2017,Waste Management,7558097.22,3.7552,4.97,Synthetic Climate Data v1.0
Algeria,DZA,2017,Residential,7504149.69,3.7552,4.93,Synthetic Climate Data v1.0
Algeria,DZA,2018,Energy,58766272.89,3.7756,37.84,Synthetic Climate Data v1.0
Algeria,DZA,2018,Transportation,30783364.77,3.7756,19.82,Synthetic Climate Data v1.0
Algeria,DZA,2018,Agriculture,26190465.11,3.7756,16.86,Synthetic Climate Data v1.0
Algeria,DZA,2018,Industry,24574996.4,3.7756,15.82,Synthetic Climate Data v1.0
Algeria,DZA,2018,Waste Management,7425061.18,3.7756,4.78,Synthetic Climate Data v1.0
Algeria,DZA,2018,Residential,7572784.97,3.7756,4.88,Synthetic Climate Data v1.0
Algeria,DZA,2019,Energy,65156451.34,3.7404,41.72,Synthetic Climate Data v1.0
Algeria,DZA,2019,Transportation,30178368.66,3.7404,19.32,Synthetic Climate Data v1.0
Algeria,DZA,2019,Agriculture,23604117.49,3.7404,15.11,Synthetic Climate Data v1.0
Algeria,DZA,2019,Industry,21937983.97,3.7404,14.05,Synthetic Climate Data v1.0
Algeria,DZA,2019,Waste Management,8248147.23,3.7404,5.28,Synthetic Climate Data v1.0
Algeria,DZA,2019,Residential,7044490.81,3.7404,4.51,Synthetic Climate Data v1.0
Algeria,DZA,2020,Energy,57666201.12,3.4271,39.7,Synthetic Climate Data v1.0
Algeria,DZA,2020,Transportation,31054035.6,3.4271,21.38,Synthetic Climate Data v1.0
Algeria,DZA,2020,Agriculture,20554484.26,3.4271,14.15,Synthetic Climate Data v1.0
Algeria,DZA,2020,Industry,21183167.95,3.4271,14.59,Synthetic Climate Data v1.0
Algeria,DZA,2020,Waste Management,6874570.11,3.4271,4.73,Synthetic Climate Data v1.0
Algeria,DZA,2020,Residential,7905231.3,3.4271,5.44,Synthetic Climate Data v1.0
Algeria,DZA,2021,Energy,61971599.48,3.4667,41.56,Synthetic Climate Data v1.0
Algeria,DZA,2021,Transportation,27485231.8,3.4667,18.43,Synthetic Climate Data v1.0
Algeria,DZA,2021,Agriculture,22618022.79,3.4667,15.17,Synthetic Climate Data v1.0
Algeria,DZA,2021,Industry,21890440.41,3.4667,14.68,Synthetic Climate Data v1.0
Algeria,DZA,2021,Waste Management,7818972.62,3.4667,5.24,Synthetic Climate Data v1.0
Algeria,DZA,2021,Residential,7335451.35,3.4667,4.92,Synthetic Climate Data v1.0
Algeria,DZA,2022,Energy,61657369.39,3.4209,41.28,Synthetic Climate Data v1.0
Algeria,DZA,2022,Transportation,28724909.08,3.4209,19.23,Synthetic Climate Data v1.0
Algeria,DZA,2022,Agriculture,22566424.97,3.4209,15.11,Synthetic Climate Data v1.0
Algeria,DZA,2022,Industry,21774948.59,3.4209,14.58,Synthetic Climate Data v1.0
Algeria,DZA,2022,Waste Management,6885217.22,3.4209,4.61,Synthetic Climate Data v1.0
Algeria,DZA,2022,Residential,7747303.75,3.4209,5.19,Synthetic Climate Data v1.0
Algeria,DZA,2023,Energy,56900835.63,3.3845,37.94,Synthetic Climate Data v1.0
Algeria,DZA,2023,Transportation,30978322.63,3.3845,20.65,Synthetic Climate Data v1.0
Algeria,DZA,2023,Agriculture,24198117.78,3.3845,16.13,Synthetic Climate Data v1.0
Algeria,DZA,2023,Industry,23078983.62,3.3845,15.39,Synthetic Climate Data v1.0
Algeria,DZA,2023,Waste Management,7449609.82,3.3845,4.97,Synthetic Climate Data v1.0
Algeria,DZA,2023,Residential,7377540.0,3.3845,4.92,Synthetic Climate Data v1.0
Algeria,DZA,2024,Energy,59260157.82,3.429,38.42,Synthetic Climate Data v1.0
Algeria,DZA,2024,Transportation,29318442.92,3.429,19.01,Synthetic Climate Data v1.0
Algeria,DZA,2024,Agriculture,24615963.73,3.429,15.96,Synthetic Climate Data v1.0
Algeria,DZA,2024,Industry,25622324.61,3.429,16.61,Synthetic Climate Data v1.0
Algeria,DZA,2024,Waste Management,7610223.11,3.429,4.93,Synthetic Climate Data v1.0
Algeria,DZA,2024,Residential,7805039.13,3.429,5.06,Synthetic Climate Data v1.0
Algeria,DZA,2025,Energy,64445217.1,3.4717,40.66,Synthetic Climate Data v1.0
Algeria,DZA,2025,Transportation,31452899.31,3.4717,19.84,Synthetic Climate Data v1.0
Algeria,DZA,2025,Agriculture,24860516.3,3.4717,15.69,Synthetic Climate Data v1.0
Algeria,DZA,2025,Industry,22252790.84,3.4717,14.04,Synthetic Climate Data v1.0
Algeria,DZA,2025,Waste Management,7249219.92,3.4717,4.57,Synthetic Climate Data v1.0
Algeria,DZA,2025,Residential,8234257.66,3.4717,5.2,Synthetic Climate Data v1.0
Argentina,ARG,2000,Energy,56023189.02,3.8143,39.3,Synthetic Climate Data v1.0
Argentina,ARG,2000,Transportation,30290114.44,3.8143,21.25,Synthetic Climate Data v1.0
Argentina,ARG,2000,Agriculture,19331895.52,3.8143,13.56,Synthetic Climate Data v1.0
Argentina,ARG,2000,Industry,22204406.18,3.8143,15.58,Synthetic Climate Data v1.0
Argentina,ARG,2000,Waste Management,7173454.21,3.8143,5.03,Synthetic Climate Data v1.0
Argentina,ARG,2000,Residential,7515733.69,3.8143,5.27,Synthetic Climate Data v1.0
Argentina,ARG,2001,Energy,58910532.18,3.8276,40.78,Synthetic Climate Data v1.0
Argentina,ARG,2001,Transportation,29065583.14,3.8276,20.12,Synthetic Climate Data v1.0
Argentina,ARG,2001,Agriculture,21873799.43,3.8276,15.14,Synthetic Climate Data v1.0
Argentina,ARG,2001,Industry,19647056.0,3.8276,13.6,Synthetic Climate Data v1.0
Argentina,ARG,2001,Waste Management,7903953.77,3.8276,5.47,Synthetic Climate Data v1.0
Argentina,ARG,2001,Residential,7068559.58,3.8276,4.89,Synthetic Climate Data v1.0
Argentina,ARG,2002,Energy,55070779.06,3.823,37.79,Synthetic Climate Data v1.0
Argentina,ARG,2002,Transportation,32216999.11,3.823,22.11,Synthetic Climate Data v1.0
Argentina,ARG,2002,Agriculture,22119249.8,3.823,15.18,Synthetic Climate Data v1.0
Argentina,ARG,2002,Industry,22376529.65,3.823,15.35,Synthetic Climate Data v1.0
Argentina,ARG,2002,Waste Management,6990616.22,3.823,4.8,Synthetic Climate Data v1.0
Argentina,ARG,2002,Residential,6963503.79,3.823,4.78,Synthetic Climate Data v1.0
Argentina,ARG,2003,Energy,58437391.88,3.804,39.9,Synthetic Climate Data v1.0
Argentina,ARG,2003,Transportation,27712404.83,3.804,18.92,Synthetic Climate Data v1.0
Argentina,ARG,2003,Agriculture,22423406.0,3.804,15.31,Synthetic Climate Data v1.0
Argentina,ARG,2003,Industry,22076683.09,3.804,15.07,Synthetic Climate Data v1.0
Argentina,ARG,2003,Waste Management,7909632.33,3.804,5.4,Synthetic Climate Data v1.0
Argentina,ARG,2003,Residential,7901598.53,3.804,5.4,Synthetic Climate Data v1.0
Argentina,ARG,2004,Energy,63334043.53,3.8635,42.16,Synthetic Climate Data v1.0
Argentina,ARG,2004,Transportation,27036696.2,3.8635,18.0,Synthetic Climate Data v1.0
Argentina,ARG,2004,Agriculture,22626492.09,3.8635,15.06,Synthetic Climate Data v1.0
Argentina,ARG,2004,Industry,22020244.06,3.8635,14.66,Synthetic Climate Data v1.0
Argentina,ARG,2004,Waste Management,7345610.45,3.8635,4.89,Synthetic Climate Data v1.0
Argentina,ARG,2004,Residential,7877436.17,3.8635,5.24,Synthetic Climate Data v1.0
Argentina,ARG,2005,Energy,60756701.54,3.8089,40.61,Synthetic Climate Data v1.0
Argentina,ARG,2005,Transportation,28294131.73,3.8089,18.91,Synthetic Climate Data v1.0
Argentina,ARG,2005,Agriculture,23560316.97,3.8089,15.75,Synthetic Climate Data v1.0
Argentina,ARG,2005,Industry,21337150.7,3.8089,14.26,Synthetic Climate Data v1.0
Argentina,ARG,2005,Waste Management,7653585.25,3.8089,5.12,Synthetic Climate Data v1.0
Argentina,ARG,2005,Residential,7995697.98,3.8089,5.34,Synthetic Climate Data v1.0
Argentina,ARG,2006,Energy,64349078.08,3.8699,41.92,Synthetic Climate Data v1.0
Argentina,ARG,2006,Transportation,28967718.51,3.8699,18.87,Synthetic Climate Data v1.0
Argentina,ARG,2006,Agriculture,22740489.22,3.8699,14.81,Synthetic Climate Data v1.0
Argentina,ARG,2006,Industry,22374173.83,3.8699,14.57,Synthetic Climate Data v1.0
Argentina,ARG,2006,Waste Management,7465695.21,3.8699,4.86,Synthetic Climate Data v1.0
Argentina,ARG,2006,Residential,7619533.83,3.8699,4.96,Synthetic Climate Data v1.0
Argentina,ARG,2007,Energy,57914665.4,3.8344,37.7,Synthetic Climate Data v1.0
Argentina,ARG,2007,Transportation,34336484.91,3.8344,22.35,Synthetic Climate Data v1.0
Argentina,ARG,2007,Agriculture,23440639.35,3.8344,15.26,Synthetic Climate Data v1.0
Argentina,ARG,2007,Industry,22241626.4,3.8344,14.48,Synthetic Climate Data v1.0
Argentina,ARG,2007,Waste Management,7493852.98,3.8344,4.88,Synthetic Climate Data v1.0
Argentina,ARG,2007,Residential,8202194.68,3.8344,5.34,Synthetic Climate Data v1.0
Argentina,ARG,2008,Energy,62908759.95,3.77,41.24,Synthetic Climate Data v1.0
Argentina,ARG,2008,Transportation,28940286.78,3.77,18.97,Synthetic Climate Data v1.0
Argentina,ARG,2008,Agriculture,22489160.08,3.77,14.74,Synthetic Climate Data v1.0
Argentina,ARG,2008,Industry,22826567.97,3.77,14.96,Synthetic Climate Data v1.0
Argentina,ARG,2008,Waste Management,7514929.62,3.77,4.93,Synthetic Climate Data v1.0
Argentina,ARG,2008,Residential,7878796.45,3.77,5.16,Synthetic Climate Data v1.0
Argentina,ARG,2009,Energy,57392311.64,3.7569,37.38,Synthetic Climate Data v1.0
Argentina,ARG,2009,Transportation,32948130.97,3.7569,21.46,Synthetic Climate Data v1.0
Argentina,ARG,2009,Agriculture,24194064.71,3.7569,15.76,Synthetic Climate Data v1.0
Argentina,ARG,2009,Industry,24134938.7,3.7569,15.72,Synthetic Climate Data v1.0
Argentina,ARG,2009,Waste Management,7396821.63,3.7569,4.82,Synthetic Climate Data v1.0
Argentina,ARG,2009,Residential,7480997.79,3.7569,4.87,Synthetic Climate Data v1.0
Argentina,ARG,2010,Energy,62113344.96,3.8252,39.34,Synthetic Climate Data v1.0
Argentina,ARG,2010,Transportation,30552478.04,3.8252,19.35,Synthetic Climate Data v1.0
Argentina,ARG,2010,Agriculture,25250399.56,3.8252,15.99,Synthetic Climate Data v1.0
Argentina,ARG,2010,Industry,24246250.1,3.8252,15.36,Synthetic Climate Data v1.0
Argentina,ARG,2010,Waste Management,7726444.91,3.8252,4.89,Synthetic Climate Data v1.0
Argentina,ARG,2010,Residential,8014879.17,3.8252,5.08,Synthetic Climate Data v1.0
Argentina,ARG,2011,Energy,61750604.74,3.8675,38.3,Synthetic Climate Data v1.0
Argentina,ARG,2011,Transportation,31923467.32,3.8675,19.8,Synthetic Climate Data v1.0
Argentina,ARG,2011,Agriculture,27255260.69,3.8675,16.9,Synthetic Climate Data v1.0
Argentina,ARG,2011,Industry,24162311.53,3.8675,14.98,Synthetic Climate Data v1.0
Argentina,ARG,2011,Waste Management,7969558.27,3.8675,4.94,Synthetic Climate Data v1.0
Argentina,ARG,2011,Residential,8184880.63,3.8675,5.08,Synthetic Climate Data v1.0
Argentina,ARG,2012,Energy,68332065.11,3.8012,42.69,Synthetic Climate Data v1.0
Argentina,ARG,2012,Transportation,30205606.34,3.8012,18.87,Synthetic Climate Data v1.0
Argentina,ARG,2012,Agriculture,22821903.21,3.8012,14.26,Synthetic Climate Data v1.0
Argentina,ARG,2012,Industry,23936295.42,3.8012,14.95,Synthetic Climate Data v1.0
Argentina,ARG,2012,Waste Management,7291252.76,3.8012,4.56,Synthetic Climate Data v1.0
Argentina,ARG,2012,Residential,7479368.9,3.8012,4.67,Synthetic Climate Data v1.0
Argentina,ARG,2013,Energy,64675444.31,3.8286,39.72,Synthetic Climate Data v1.0
Argentina,ARG,2013,Transportation,33734685.35,3.8286,20.72,Synthetic Climate Data v1.0
Argentina,ARG,2013,Agriculture,23563774.21,3.8286,14.47,Synthetic Climate Data v1.0
Argentina,ARG,2013,Industry,24770512.8,3.8286,15.21,Synthetic Climate Data v1.0
Argentina,ARG,2013,Waste Management,7958179.77,3.8286,4.89,Synthetic Climate Data v1.0
Argentina,ARG,2013,Residential,8127991.65,3.8286,4.99,Synthetic Climate Data v1.0
Argentina,ARG,2014,Energy,69346053.94,3.8963,41.43,Synthetic Climate Data v1.0
Argentina,ARG,2014,Transportation,34038894.41,3.8963,20.34,Synthetic Climate Data v1.0
Argentina,ARG,2014,Agriculture,23293917.77,3.8963,13.92,Synthetic Climate Data v1.0
Argentina,ARG,2014,Industry,24695301.91,3.8963,14.75,Synthetic Climate Data v1.0
Argentina,ARG,2014,Waste Management,7595071.38,3.8963,4.54,Synthetic Climate Data v1.0
Argentina,ARG,2014,Residential,8401268.31,3.8963,5.02,Synthetic Climate Data v1.0
Argentina,ARG,2015,Energy,64288044.06,3.8267,38.72,Synthetic Climate Data v1.0
Argentina,ARG,2015,Transportation,35795804.3,3.8267,21.56,Synthetic Climate Data v1.0
Argentina,ARG,2015,Agriculture,24101848.86,3.8267,14.52,Synthetic Climate Data v1.0
Argentina,ARG,2015,Industry,24347161.79,3.8267,14.67,Synthetic Climate Data v1.0
Argentina,ARG,2015,Waste Management,8479951.81,3.8267,5.11,Synthetic Climate Data v1.0
Argentina,ARG,2015,Residential,9008770.07,3.8267,5.43,Synthetic Climate Data v1.0
Argentina,ARG,2016,Energy,65452457.59,3.873,38.57,Synthetic Climate Data v1.0
Argentina,ARG,2016,Transportation,34430908.32,3.873,20.29,Synthetic Climate Data v1.0
Argentina,ARG,2016,Agriculture,24690953.1,3.873,14.55,Synthetic Climate Data v1.0
Argentina,ARG,2016,Industry,27745901.79,3.873,16.35,Synthetic Climate Data v1.0
Argentina,ARG,2016,Waste Management,8993693.19,3.873,5.3,Synthetic Climate Data v1.0
Argentina,ARG,2016,Residential,8399779.38,3.873,4.95,Synthetic Climate Data v1.0
Argentina,ARG,2017,Energy,64716472.19,3.8903,37.59,Synthetic Climate Data v1.0
Argentina,ARG,2017,Transportation,35760265.8,3.8903,20.77,Synthetic Climate Data v1.0
Argentina,ARG,2017,Agriculture,26966148.63,3.8903,15.66,Synthetic Climate Data v1.0
Argentina,ARG,2017,Industry,26633343.81,3.8903,15.47,Synthetic Climate Data v1.0
Argentina,ARG,2017,Waste Management,8816832.54,3.8903,5.12,Synthetic Climate Data v1.0
Argentina,ARG,2017,Residential,9283512.32,3.8903,5.39,Synthetic Climate Data v1.0
Argentina,ARG,2018,Energy,68972117.74,3.8463,40.12,Synthetic Climate Data v1.0
Argentina,ARG,2018,Transportation,35676386.98,3.8463,20.75,Synthetic Climate Data v1.0
Argentina,ARG,2018,Agriculture,26002317.18,3.8463,15.12,Synthetic Climate Data v1.0
Argentina,ARG,2018,Industry,23610529.44,3.8463,13.73,Synthetic Climate Data v1.0
Argentina,ARG,2018,Waste Management,8951645.97,3.8463,5.21,Synthetic Climate Data v1.0
Argentina,ARG,2018,Residential,8717090.19,3.8463,5.07,Synthetic Climate Data v1.0
Argentina,ARG,2019,Energy,70541863.05,3.8731,40.34,Synthetic Climate Data v1.0
Argentina,ARG,2019,Transportation,33217205.35,3.8731,19.0,Synthetic Climate Data v1.0
Argentina,ARG,2019,Agriculture,26155490.08,3.8731,14.96,Synthetic Climate Data v1.0
Argentina,ARG,2019,Industry,27733552.04,3.8731,15.86,Synthetic Climate Data v1.0
Argentina,ARG,2019,Waste Management,8213209.51,3.8731,4.7,Synthetic Climate Data v1.0
Argentina,ARG,2019,Residential,8997399.92,3.8731,5.15,Synthetic Climate Data v1.0
Argentina,ARG,2020,Energy,69942063.34,3.5663,43.01,Synthetic Climate Data v1.0
Argentina,ARG,2020,Transportation,29726237.43,3.5663,18.28,Synthetic Climate Data v1.0
Argentina,ARG,2020,Agriculture,25221802.27,3.5663,15.51,Synthetic Climate Data v1.0
Argentina,ARG,2020,Industry,22315464.16,3.5663,13.72,Synthetic Climate Data v1.0
Argentina,ARG,2020,Waste Management,7578577.38,3.5663,4.66,Synthetic Climate Data v1.0
Argentina,ARG,2020,Residential,7834464.97,3.5663,4.82,Synthetic Climate Data v1.0
Argentina,ARG,2021,Energy,65857949.13,3.5488,40.3,Synthetic Climate Data v1.0
Argentina,ARG,2021,Transportation,33993706.38,3.5488,20.8,Synthetic Climate Data v1.0
Argentina,ARG,2021,Agriculture,25309165.94,3.5488,15.49,Synthetic Climate Data v1.0
Argentina,ARG,2021,Industry,22852697.65,3.5488,13.98,Synthetic Climate Data v1.0
Argentina,ARG,2021,Waste Management,7742439.81,3.5488,4.74,Synthetic Climate Data v1.0
Argentina,ARG,2021,Residential,7680439.23,3.5488,4.7,Synthetic Climate Data v1.0
Argentina,ARG,2022,Energy,65987811.13,3.5698,39.74,Synthetic Climate Data v1.0
Argentina,ARG,2022,Transportation,32034376.45,3.5698,19.29,Synthetic Climate Data v1.0
Argentina,ARG,2022,Agriculture,25257287.92,3.5698,15.21,Synthetic Climate Data v1.0
Argentina,ARG,2022,Industry,25083814.93,3.5698,15.11,Synthetic Climate Data v1.0
Argentina,ARG,2022,Waste Management,9165326.66,3.5698,5.52,Synthetic Climate Data v1.0
Argentina,ARG,2022,Residential,8520152.71,3.5698,5.13,Synthetic Climate Data v1.0
Argentina,ARG,2023,Energy,66215361.88,3.5425,39.79,Synthetic Climate Data v1.0
Argentina,ARG,2023,Transportation,30534350.7,3.5425,18.35,Synthetic Climate Data v1.0
